,고객번호,14_1이용금액,14_2이용금액,14_3이용금액,14_4이용금액,15_1이용금액,15_2이용금액,15_3이용금액,15_4이용금액,14_1,14_2,14_3,14_4,15_1,15_2,15_3,15_4
255,15415,0,15900,51600,139290,51000,0,0,0,0,1,1,1,1,0,0,0
256,15474,0,18312010,27581890,14738570,24211340,32151170,17572820,3335750,0,1,1,1,1,1,1,1
257,15476,0,610468,1641978,2333786,2122831,2443409,2490703,2871768,0,1,1,1,1,1,1,1
258,15492,0,555563,1454525,1360321,1203696,851527,1851943,1620186,0,1,1,1,1,1,1,1
259,15563,0,1183010,1753800,3163570,1274680,2105060,260280,623850,0,1,1,1,1,1,1,1
260,15591,0,0,264260,677090,563240,949980,912890,1581180,0,0,1,1,1,1,1,1
261,15596,53780,141800,193200,29000,0,132700,5850,77260,1,1,1,1,0,1,1,1
262,15601,6212250,489780,0,0,43540,5954760,3789690,4964620,1,1,0,0,1,1,1,1
263,15663,0,646819,1507464,832620,3136381,1632204,1393350,1159997,0,1,1,1,1,1,1,1
264,15674,0,0,0,45985170,111906282,110958533,92569257,113653262,0,0,0,1,1,1,1,1
265,15697,0,0,0,0,13420,51170,541620,1327010,0,0,0,0,1,1,1,1
266,15724,148660,0,20200,84310,175450,510540,425250,518430,1,0,1,1,1,1,1,1
267,15768,227930,166153,98865,0,161100,568408,518760,622720,1,1,1,0,1,1,1,1
268,15807,588840,2387760,415900,837020,201500,772780,0,40000,1,1,1,1,1,1,0,1
269,15866,0,6387820,11658743,8165670,10416843,8525810,8909841,19946399,0,1,1,1,1,1,1,1
270,15954,1327028,728839,368710,516579,10000,39120,0,29000,1,1,1,1,1,1,0,1
271,15955,0,0,0,253980,1971965,3882791,2631846,3441286,0,0,0,1,1,1,1,1
272,15960,0,1274450,2101050,1639635,1716792,1361393,1049671,1110185,0,1,1,1,1,1,1,1
273,15965,0,0,0,284840,778661,1050222,199050,537946,0,0,0,1,1,1,1,1
274,16005,0,0,0,17395250,58481200,20148300,252744800,313223500,0,0,0,1,1,1,1,1
275,16020,0,0,0,0,618420,373980,274500,649630,0,0,0,0,1,1,1,1
276,16025,7163590,5663770,2583750,12922000,151200,0,0,0,1,1,1,1,1,0,0,0
277,16051,0,0,143000,0,5791333,28543550,15701190,4620594,0,0,1,0,1,1,1,1
278,16082,74200,0,10000,248890,505740,483427,649630,1123560,1,0,1,1,1,1,1,1
279,16101,0,125300,0,0,165500,819330,461090,253800,0,1,0,0,1,1,1,1
280,16103,0,0,0,0,0,1015540,661020,2015334,0,0,0,0,0,1,1,1
281,16127,0,0,0,352900,394370,656470,584440,575790,0,0,0,1,1,1,1,1
282,16138,0,0,0,1003150,2667290,3252950,5601960,4880550,0,0,0,1,1,1,1,1
283,16155,0,59480,49300,325250,781970,388320,647480,727960,0,1,1,1,1,1,1,1
284,16156,0,809924,1073459,1379755,757420,830101,1004084,802300,0,1,1,1,1,1,1,1
285,16164,0,1689390,2868250,7243040,3687480,17920310,14803650,10055420,0,1,1,1,1,1,1,1
286,16168,0,459440,1858250,1368641,1357640,1338470,1709300,1703467,0,1,1,1,1,1,1,1
287,16174,0,0,106900,596369,2423094,2973026,10533900,4288186,0,0,1,1,1,1,1,1
288,16192,135120,14700,0,53000,182670,196750,171580,1090940,1,1,0,1,1,1,1,1
289,16194,100024,10860,0,0,380,1930,87980,1821436,1,1,0,0,1,1,1,1
290,16206,0,0,857446,1273330,1301914,1556936,1168851,940214,0,0,1,1,1,1,1,1
291,16309,0,0,0,1719860,2699970,4294430,7402326,7723102,0,0,0,1,1,1,1,1
292,16335,0,0,0,0,0,869840,775360,986070,0,0,0,0,0,1,1,1
293,16351,0,2615346,1094665,1521733,1464789,2972305,2022800,461218,0,1,1,1,1,1,1,1
294,16366,0,14900,99300,202640,176050,171270,139280,203990,0,1,1,1,1,1,1,1
295,16374,729580,489900,89000,0,0,0,682000,35640,1,1,1,0,0,0,1,1
296,16387,98308,9538,20801,9870,40500,44630,13150,0,1,1,1,1,1,1,1,0
297,16462,0,11000,0,834530,304660,232680,1377560,1823580,0,1,0,1,1,1,1,1
298,16470,0,0,236880,682585,488859,757880,1117728,1252374,0,0,1,1,1,1,1,1
299,16496,0,13170,95720,1070148,1014152,1292104,988653,1627689,0,1,1,1,1,1,1,1
300,16529,0,0,0,1290400,3704810,9789880,16544460,19652420,0,0,0,1,1,1,1,1
301,16540,0,651400,2401910,3157770,2040240,1584480,259150,1353730,0,1,1,1,1,1,1,1
302,16575,0,0,0,0,0,87290,1535710,1246900,0,0,0,0,0,1,1,1
303,16600,0,5649840,6734080,9534630,11905170,6711580,6314080,16478610,0,1,1,1,1,1,1,1
304,16615,0,0,0,1537490,361120,439950,0,20900,0,0,0,1,1,1,0,1
305,16642,0,0,0,10594340,4925727,2692018,859080,2930636,0,0,0,1,1,1,1,1
306,16662,0,0,0,383150,192910,395780,1198616,1281852,0,0,0,1,1,1,1,1
307,16664,51420,0,0,0,0,402640,279500,280775,1,0,0,0,0,1,1,1
308,16708,1759980,277610,2199360,626650,2490580,1068180,0,19970,1,1,1,1,1,1,0,1
309,16716,0,36800,1876250,4327180,2948615,1851880,1455410,1357373,0,1,1,1,1,1,1,1
310,16722,0,667880,1158640,984070,1057910,825940,2095560,1764860,0,1,1,1,1,1,1,1
311,16738,0,0,952780,723400,602780,691910,1044800,1513200,0,0,1,1,1,1,1,1
312,16755,2476170,4654990,3423240,9226760,206500,0,0,0,1,1,1,1,1,0,0,0
313,16769,54373,0,7792350,8634250,6585690,9309470,12379300,13927660,1,0,1,1,1,1,1,1
314,16789,0,313540,2288360,1006240,2995930,2047810,1508980,148000,0,1,1,1,1,1,1,1
315,16821,35280,26000,0,123890,0,121640,28790,60000,1,1,0,1,0,1,1,1
316,16823,0,624588,479075,775384,1407409,1287976,1290109,1719397,0,1,1,1,1,1,1,1
317,16837,0,0,0,0,0,52600,166960,453110,0,0,0,0,0,1,1,1
318,16857,0,1274590,1405870,2955140,3720880,5864030,1683180,3022550,0,1,1,1,1,1,1,1
319,16935,0,1643030,1023590,1595560,1456970,2267200,2966220,2808389,0,1,1,1,1,1,1,1
320,16952,0,100110,0,1800,0,0,215120,453960,0,1,0,1,0,0,1,1
321,16992,0,0,0,0,99300,83800,311710,511090,0,0,0,0,1,1,1,1
322,17000,0,0,1071850,2475112,4918935,3495797,2721298,3662583,0,0,1,1,1,1,1,1
323,17062,0,0,63970,5162560,1644380,2049800,1922030,1000580,0,0,1,1,1,1,1,1
324,17065,0,0,0,761876,2693666,1649865,2217353,2774743,0,0,0,1,1,1,1,1
325,17094,1757840,0,22500,0,0,0,0,0,1,0,1,0,0,0,0,0
326,17109,0,0,732480,1365580,943070,1645340,1286690,1251710,0,0,1,1,1,1,1,1
327,17110,0,0,243110,564180,246010,65850,238150,67420,0,0,1,1,1,1,1,1
328,17123,0,499620,816291,814697,850172,840627,1152796,1482351,0,1,1,1,1,1,1,1
329,17137,0,2498400,2552800,1876200,3246580,3461740,1805690,2578490,0,1,1,1,1,1,1,1
330,17159,0,5000,907600,2609290,2311900,2216300,1678000,1314630,0,1,1,1,1,1,1,1
331,17179,14180,8400,90000,0,7900,20000,308250,533510,1,1,1,0,1,1,1,1
332,17195,533639,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
333,17208,0,0,186870,395750,220080,20050,31750,287040,0,0,1,1,1,1,1,1
334,17230,0,0,163910,175220,602140,992110,938510,1614220,0,0,1,1,1,1,1,1
335,17277,74390,98900,109000,0,0,170000,0,280000,1,1,1,0,0,1,0,1
336,17357,274430,262900,0,0,0,0,0,131040,1,1,0,0,0,0,0,1
337,17382,0,0,0,0,0,0,8990,6500,0,0,0,0,0,0,1,1
338,17400,0,0,108410,260020,646618,907920,729630,691030,0,0,1,1,1,1,1,1
339,17454,144519,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
340,17457,0,769704,2113249,5441775,4891570,2538040,3053217,2329715,0,1,1,1,1,1,1,1
341,17526,0,0,0,776350,268200,84860,0,0,0,0,0,1,1,1,0,0
342,17650,4616320,4657990,3136800,4639130,0,0,0,0,1,1,1,1,0,0,0,0
343,17692,0,9600,40845,1251870,2126159,1668105,1161001,1005160,0,1,1,1,1,1,1,1
344,17708,0,0,0,1276000,3479468,2145716,2900134,3933230,0,0,0,1,1,1,1,1
345,17841,815000,41970,152000,0,291000,207000,147032,536460,1,1,1,0,1,1,1,1
346,17892,83522,64900,6500,0,1235980,120250,90000,0,1,1,1,0,1,1,1,0
347,17947,212050,0,272800,292600,276000,0,0,0,1,0,1,1,1,0,0,0
348,17951,0,0,0,0,0,0,924160,2200510,0,0,0,0,0,0,1,1
349,17965,0,183580,29630,0,31790,0,0,5000,0,1,1,0,1,0,0,1
350,17992,0,0,0,31310,31570,3500,702680,544450,0,0,0,1,1,1,1,1
351,17994,0,47700,129533,55500,37780,457780,412550,377300,0,1,1,1,1,1,1,1
352,17995,0,11000,63600,186390,193500,81200,23700,205990,0,1,1,1,1,1,1,1
353,18001,0,0,399720,524220,412090,624920,1078920,403710,0,0,1,1,1,1,1,1
354,18038,0,70400,120000,525800,300500,373870,1114200,2699160,0,1,1,1,1,1,1,1
355,18068,263180,179250,116000,109000,0,10000,0,0,1,1,1,1,0,1,0,0
356,18089,0,0,0,0,326130,1241710,652550,255320,0,0,0,0,1,1,1,1
357,18094,0,37980,117930,1084496,1175824,1568281,1562211,1277685,0,1,1,1,1,1,1,1
358,18145,0,518140,1413442,1194000,973629,1158340,864327,897971,0,1,1,1,1,1,1,1
359,18201,0,231427,0,912828,1972669,2839413,2765885,2833333,0,1,0,1,1,1,1,1
360,18210,0,310567,230780,178614,964486,1202882,1592839,1208094,0,1,1,1,1,1,1,1
361,18224,0,0,92370,352720,341430,210520,80230,14200,0,0,1,1,1,1,1,1
362,18228,0,790715,1466864,1308801,1846836,1996056,1443505,2209423,0,1,1,1,1,1,1,1
363,18229,0,0,0,904670,701958,493780,656800,936131,0,0,0,1,1,1,1,1
364,18281,10980,17010,0,225700,2980,1064187,807148,1284357,1,1,0,1,1,1,1,1
365,18291,0,9000,0,1388196,1680405,1624124,3000400,1330939,0,1,0,1,1,1,1,1
366,18294,0,0,46000,48270,155530,599690,600880,1121930,0,0,1,1,1,1,1,1
367,18323,205440,0,0,0,0,70600,0,122400,1,0,0,0,0,1,0,1
368,18356,86590,0,0,0,468000,0,0,0,1,0,0,0,1,0,0,0
369,18374,30945,0,0,0,0,0,0,363200,1,0,0,0,0,0,0,1
370,18391,0,109630,404466,1817831,3331815,3801949,4109886,4131790,0,1,1,1,1,1,1,1
371,18403,60400,0,1218906,1441127,1136430,1643800,1650500,1804330,1,0,1,1,1,1,1,1
372,18455,8000,3980,0,0,444200,554020,209730,556480,1,1,0,0,1,1,1,1
373,18456,0,0,1273873,1547900,1143920,1854850,2143590,1806630,0,0,1,1,1,1,1,1
374,18499,10536884,20162702,14311752,8062238,7329380,193170,0,876000,1,1,1,1,1,1,0,1
375,18504,0,1581693,1189170,364340,921660,443700,1010090,796160,0,1,1,1,1,1,1,1
376,18505,0,165668,521666,731116,745469,992403,966150,850554,0,1,1,1,1,1,1,1
377,18520,0,0,0,273290,2772079,2816823,3982495,4465848,0,0,0,1,1,1,1,1
378,18534,42630,0,34000,0,59500,0,0,0,1,0,1,0,1,0,0,0
379,18535,434350,0,134450,302940,0,381500,1894950,3400170,1,0,1,1,0,1,1,1
380,18551,0,0,22490,27664,31350,53610,61700,28190,0,0,1,1,1,1,1,1
381,18602,1178610,0,0,0,489400,0,462600,345800,1,0,0,0,1,0,1,1
382,18604,102853,154800,0,0,0,86130,44580,0,1,1,0,0,0,1,1,0
383,18612,0,5536070,3004910,6089550,3578710,5286450,5023480,11077730,0,1,1,1,1,1,1,1
384,18616,112834,0,70200,310810,65370,0,0,289500,1,0,1,1,1,0,0,1
385,18624,410760,366330,367948,37800,19390,0,232718,2800,1,1,1,1,1,0,1,1
386,18632,0,0,0,0,74400,226390,520170,1895720,0,0,0,0,1,1,1,1
387,18644,524380,860110,831630,3184110,1142160,71900,0,13920,1,1,1,1,1,1,0,1
388,18648,204690,197300,0,2000,0,73370,59750,153148,1,1,0,1,0,1,1,1
389,18681,0,0,0,0,652620,31000,795780,376020,0,0,0,0,1,1,1,1
390,18682,2958346,178300,88000,807600,1780000,459580,0,377880,1,1,1,1,1,1,0,1
391,18696,89000,39800,0,326960,972096,1157199,1390670,1104221,1,1,0,1,1,1,1,1
392,18717,0,40000,69050,498420,2701615,3020179,3014045,2375392,0,1,1,1,1,1,1,1
393,18729,0,0,0,737700,875340,525000,208150,378000,0,0,0,1,1,1,1,1
394,18734,0,405440,1721200,329600,374580,325690,515880,163770,0,1,1,1,1,1,1,1
395,18761,0,0,0,0,0,0,0,25800,0,0,0,0,0,0,0,1
396,18765,0,0,0,35000,287880,1054600,828278,1005914,0,0,0,1,1,1,1,1
397,18766,2779110,265730,999970,172000,0,1025700,1380381,1069783,1,1,1,1,0,1,1,1
398,18799,0,0,0,0,0,375200,355960,658040,0,0,0,0,0,1,1,1
399,18894,168000,0,0,0,0,139500,422970,864690,1,0,0,0,0,1,1,1
400,18901,0,0,0,153630,433476,487050,838250,922035,0,0,0,1,1,1,1,1
401,18911,108460,0,0,99000,664170,193270,228930,131650,1,0,0,1,1,1,1,1
402,18913,714420,3886060,6226920,1273220,4837820,3524140,683490,0,1,1,1,1,1,1,1,0
403,18914,0,289920,1786650,6152460,2790702,1968854,6879898,15983880,0,1,1,1,1,1,1,1
404,18918,0,0,18410,2006430,2060990,7170520,7466470,7686390,0,0,1,1,1,1,1,1
405,18920,0,1051457,6139910,5840470,3907347,3754270,2841094,4651450,0,1,1,1,1,1,1,1
406,18939,0,23797500,1883800,12546135,21496914,18645092,14109310,11371327,0,1,1,1,1,1,1,1
407,18943,0,0,1205188,2289285,1186596,1305373,2015580,2136242,0,0,1,1,1,1,1,1
408,18945,41320,0,828497,2389640,2072619,2212323,1310570,2598022,1,0,1,1,1,1,1,1
409,18949,469910,0,0,753040,1080660,1368486,1989694,2439334,1,0,0,1,1,1,1,1
410,18960,561217,50040,30060,77460,0,0,28000,0,1,1,1,1,0,0,1,0
411,18977,0,170200,853550,532630,627220,633630,167480,26200,0,1,1,1,1,1,1,1
412,18998,0,0,0,103300,865320,526370,298820,215770,0,0,0,1,1,1,1,1
413,19002,453410,0,171910,872380,700740,824680,756510,491190,1,0,1,1,1,1,1,1
414,19014,0,1714128,2563856,2847626,2090760,2013462,2093047,2604195,0,1,1,1,1,1,1,1
415,19030,0,131200,17500,188420,733250,1076364,1768840,836680,0,1,1,1,1,1,1,1
416,19033,0,168980,1249910,1365600,756910,750170,696720,832180,0,1,1,1,1,1,1,1
417,19035,0,0,129840,517840,927010,2815500,277830,517500,0,0,1,1,1,1,1,1
418,19036,79000,398000,0,1695020,2021928,941405,1995771,1555348,1,1,0,1,1,1,1,1
419,19063,29720,0,0,0,0,0,0,683800,1,0,0,0,0,0,0,1
420,19078,1494200,1879860,0,350130,115332,125280,25140,93200,1,1,0,1,1,1,1,1
421,19084,0,606420,915920,2061990,3627210,2438550,960700,1468620,0,1,1,1,1,1,1,1
422,19093,425430,25100,0,25300,988030,0,287638,140000,1,1,0,1,1,0,1,1
423,19094,0,0,0,0,514400,66000,0,0,0,0,0,0,1,1,0,0
424,19115,0,0,0,526080,122300,44240,115580,442690,0,0,0,1,1,1,1,1
425,19118,32680,14820,69900,116000,0,268020,0,12750,1,1,1,1,0,1,0,1
426,19120,0,1332488,2776905,2343320,2065838,2608496,1329090,1293850,0,1,1,1,1,1,1,1
427,19138,0,0,0,0,0,107610,445630,1942940,0,0,0,0,0,1,1,1
428,19141,0,0,371800,974370,608420,424240,381982,277160,0,0,1,1,1,1,1,1
429,19167,3083930,3552010,4100690,2861620,2246611,0,0,0,1,1,1,1,1,0,0,0
430,19169,0,0,232250,718900,658150,685880,456950,295400,0,0,1,1,1,1,1,1
431,19179,29000,252500,0,424980,442010,331060,183550,304440,1,1,0,1,1,1,1,1
432,19201,0,0,0,0,0,0,3618930,20980120,0,0,0,0,0,0,1,1
433,19202,23838,0,55000,35000,209500,57000,65000,234000,1,0,1,1,1,1,1,1
434,19203,0,2300620,3123870,1087200,2061440,4403510,2046830,2097500,0,1,1,1,1,1,1,1
435,19207,0,8286360,17167420,6102580,8246490,5924320,4094260,24820220,0,1,1,1,1,1,1,1
436,19208,0,0,0,0,0,3817120,75806180,22630700,0,0,0,0,0,1,1,1
437,19209,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,1
438,19212,63240,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
439,19213,0,0,0,176920,1935720,1264210,2466990,2343380,0,0,0,1,1,1,1,1
440,19215,0,0,0,0,0,0,226680,4315550,0,0,0,0,0,0,1,1
441,19217,0,0,0,0,2514710,3504760,2845800,4883240,0,0,0,0,1,1,1,1
442,19218,0,3772470,6506810,8244220,3081990,2602160,1915940,2477900,0,1,1,1,1,1,1,1
443,19221,12500,0,0,0,0,0,1161970,238200,1,0,0,0,0,0,1,1
444,19222,118920,141400,160040,45900,106270,0,59000,65720,1,1,1,1,1,0,1,1
445,19223,0,0,0,2373230,5215930,3566340,5003210,6103890,0,0,0,1,1,1,1,1
446,19224,42570,2649320,0,385400,1348250,0,1902800,920600,1,1,0,1,1,0,1,1
447,19225,292574,312120,81500,771460,112750,0,0,0,1,1,1,1,1,0,0,0
448,19226,0,0,0,1889350,6694510,7194330,5055660,13581240,0,0,0,1,1,1,1,1
449,19228,28510,0,0,0,0,1964420,884730,2977490,1,0,0,0,0,1,1,1
450,19229,252536,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
451,19230,92140,0,0,0,10000,0,0,0,1,0,0,0,1,0,0,0
452,19231,0,0,0,0,0,0,627390,13230630,0,0,0,0,0,0,1,1
453,19232,51170,0,0,0,0,24770,61150,203400,1,0,0,0,0,1,1,1
454,19234,0,0,0,0,0,0,6205140,8405800,0,0,0,0,0,0,1,1
455,19236,0,14109840,1593150,5151600,2645070,2968950,4544260,3716340,0,1,1,1,1,1,1,1
456,19237,0,0,0,0,0,0,0,794350,0,0,0,0,0,0,0,1
457,19238,50417,2927250,0,1246200,670250,65600,3207720,57350,1,1,0,1,1,1,1,1
458,19240,32700,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
459,19244,0,0,0,0,0,190810,444600,895125,0,0,0,0,0,1,1,1
460,19262,0,0,275860,171740,10000,55780,418660,692230,0,0,1,1,1,1,1,1
461,19273,9900,0,0,0,3500,19000,78724,1339524,1,0,0,0,1,1,1,1
462,19281,0,1185140,4885720,10507720,10566870,12560100,9499670,7674500,0,1,1,1,1,1,1,1
463,19283,0,0,0,0,0,6228150,6586720,6666680,0,0,0,0,0,1,1,1
464,19285,0,524540,142491110,89763307,98228517,137682681,49827481,76044618,0,1,1,1,1,1,1,1
465,19288,0,2994180,29857750,20971380,16456830,18007780,54856710,49495520,0,1,1,1,1,1,1,1
466,19294,131650,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
467,19295,0,1133410,1643610,1206890,382580,671300,1272490,757150,0,1,1,1,1,1,1,1
468,19321,0,0,0,421780,667290,809870,693230,1213300,0,0,0,1,1,1,1,1
469,19323,515880,326320,212900,56700,57500,0,247840,270620,1,1,1,1,1,0,1,1
470,19326,0,485300,2002750,13334341,34570480,20059900,29599070,13070690,0,1,1,1,1,1,1,1
471,19338,0,756915,873695,1099422,1144484,1155223,880414,59642,0,1,1,1,1,1,1,1
472,19339,0,382486,1007068,1583233,1168526,922020,1044184,1051689,0,1,1,1,1,1,1,1
473,19340,0,1548096,1915133,1571940,1728002,1743243,1459860,1235020,0,1,1,1,1,1,1,1
474,19341,0,350716,678800,365580,583650,208500,457570,304090,0,1,1,1,1,1,1,1
475,19342,0,1142368,1940283,1212395,2055820,1448553,2418252,1571039,0,1,1,1,1,1,1,1
476,19343,0,1240190,2085890,2396030,1698000,2601440,2905020,2843190,0,1,1,1,1,1,1,1
477,19344,0,616100,817140,245630,1286620,582640,48000,240000,0,1,1,1,1,1,1,1
478,19345,0,296322,400290,961160,621582,510091,640017,710648,0,1,1,1,1,1,1,1
479,19346,0,1004493,821713,139700,3850,44900,40500,6130,0,1,1,1,1,1,1,1
480,19347,0,812710,1907666,1293654,1395526,1163254,1263953,1325412,0,1,1,1,1,1,1,1
481,19348,0,254950,540610,858424,1104600,1326130,760568,1039475,0,1,1,1,1,1,1,1
482,19349,0,1178590,2042392,2776200,1177209,3668000,1837902,2760540,0,1,1,1,1,1,1,1
483,19350,0,0,0,0,424120,1122940,1016100,1700400,0,0,0,0,1,1,1,1
484,19351,0,925681,1651901,2332715,4015569,2028304,823528,339801,0,1,1,1,1,1,1,1
485,19352,0,763988,1190294,1284188,1592072,2403758,2283219,2185099,0,1,1,1,1,1,1,1
486,19353,0,810562,2414940,3177610,2854144,2553826,1834004,42860,0,1,1,1,1,1,1,1
487,19354,0,0,92960,59800,361630,604280,458700,343440,0,0,1,1,1,1,1,1
488,19355,0,310920,592660,1067160,337830,962047,646740,548200,0,1,1,1,1,1,1,1
489,19356,0,170160,663406,872684,1025004,1079964,1598814,835773,0,1,1,1,1,1,1,1
490,19357,0,91950,1745208,1536138,1839224,1205720,1100861,1145814,0,1,1,1,1,1,1,1
491,19358,0,0,448936,808154,1137483,696311,901579,924503,0,0,1,1,1,1,1,1
492,19359,0,43190,702003,584324,426630,410610,619600,472780,0,1,1,1,1,1,1,1
493,19360,0,368050,1326310,733730,619830,792310,744140,141920,0,1,1,1,1,1,1,1
494,19361,0,0,788067,3301743,1871170,1616599,3255871,2731659,0,0,1,1,1,1,1,1
495,19362,0,0,4319760,5291170,8198740,4971970,4235330,11436620,0,0,1,1,1,1,1,1
496,19363,0,0,1853549,2153053,1748798,3750974,1388001,4609615,0,0,1,1,1,1,1,1
497,19364,0,2032420,2038600,4704770,1240720,1977410,2256800,2013400,0,1,1,1,1,1,1,1
498,19365,0,0,1258071,1592224,5185831,3188617,4281707,4387824,0,0,1,1,1,1,1,1
499,19366,0,0,1197940,1766302,1748945,1688646,1990082,1665736,0,0,1,1,1,1,1,1
500,19367,0,0,813730,4140780,2290610,2139870,4035600,2783500,0,0,1,1,1,1,1,1
501,19368,0,0,89567,627612,591917,644522,674710,524393,0,0,1,1,1,1,1,1
502,19369,0,0,653439,2037693,1722455,1933950,2183353,1579794,0,0,1,1,1,1,1,1
503,19370,0,0,94900,0,6501340,1235500,1608350,2483590,0,0,1,0,1,1,1,1
504,19371,0,0,419340,1241382,2059013,1117090,1007130,169684,0,0,1,1,1,1,1,1
505,19372,0,0,1694200,8198987,3336200,4509426,3763240,6841430,0,0,1,1,1,1,1,1
506,19373,0,0,11030,970800,667260,469530,493840,562190,0,0,1,1,1,1,1,1
507,19374,0,0,0,817925,2604157,2497346,1945433,2859402,0,0,0,1,1,1,1,1
508,19375,0,0,0,1159694,7243920,3445997,6278282,3358701,0,0,0,1,1,1,1,1
509,19376,0,0,0,273297,1380660,1306491,1929625,2178481,0,0,0,1,1,1,1,1
510,19377,0,0,0,217360,1984970,1225282,824650,2019050,0,0,0,1,1,1,1,1
511,19378,0,0,0,474760,7890626,3695480,3060123,3361951,0,0,0,1,1,1,1,1
512,19379,0,0,130300,1060320,1131020,1264900,805550,1387190,0,0,1,1,1,1,1,1
513,19380,0,0,0,522700,486830,351120,368907,2183420,0,0,0,1,1,1,1,1
514,19381,0,0,0,0,1124750,1672421,1867501,1375997,0,0,0,0,1,1,1,1
515,19382,0,0,0,0,786399,1040340,1266187,1308847,0,0,0,0,1,1,1,1
516,19383,0,0,0,0,0,27000,1092360,1265040,0,0,0,0,0,1,1,1
